2294.jpg,0.04218399850183315
2304.jpg,0.03038587429480951
2501.jpg,0.0601921930445243
456.jpg,0.016114486915468927
3055.jpg,0.01904176556046255
3539.jpg,0.022587429220383027
4995.jpg,0.010261047461614556
3909.jpg,0.04831383085978383
1099.jpg,0.028257124052798104
2706.jpg,0.32184363899713764
3896.jpg,0.0387046872285555
918.jpg,0.030828770931531413
4697.jpg,0.029951583721458914
3560.jpg,0.011179895252987675
1629.jpg,0.03550370618262191
4575.jpg,0.01914388367114564
487.jpg,0.024348069435836905
224.jpg,0.04151928112520791
56.jpg,0.04493921136991631
2656.jpg,0.04083584945143643
1924.jpg,0.013374518755412864
70.jpg,0.0266164213147381
7.jpg,0.012782812035530463
1.jpg,0.045963699455793997
158.jpg,0.0215733813831945
0.jpg,0.01204519841127178
3300.jpg,0.25001677874870804
1740.jpg,0.06256497681774957
3301.jpg,0.05770551332312483
2891.jpg,0.11886275241471361
