2294.jpg,0.06075124077431643
2304.jpg,0.03848888093668229
2501.jpg,0.10215750464660604
456.jpg,0.02103596297004422
3055.jpg,0.02932576347556558
3539.jpg,0.03614207901645889
4995.jpg,0.11972671706393048
3909.jpg,0.0799371681585809
1099.jpg,0.02812781069634832
2706.jpg,0.5473238289205703
3896.jpg,0.05192835030306655
918.jpg,0.06239560812780227
4697.jpg,0.044041282482588186
3560.jpg,0.011335723591829295
1629.jpg,0.14122335899690988
4575.jpg,0.030422732165264373
487.jpg,0.051260190857933076
224.jpg,0.053363329086294625
56.jpg,0.07051236731026056
2656.jpg,0.06657724715267732
1924.jpg,0.030324917917160923
70.jpg,0.16135159372825802
7.jpg,0.025666511832553647
1.jpg,0.06838337372330905
158.jpg,0.04801128689340296
0.jpg,0.012180404240868218
3300.jpg,0.3549635050406876
1740.jpg,0.10025422792085774
3301.jpg,0.10199118529154234
2891.jpg,0.13357849066950533
